material_code,plant_id,time_bucket,week_bucket,date,demand_qty,uom,source_type,source_id,customer_id,project_id,priority,status,notes
FG-003,PLANT-02,2025-W06,2025-W06,2025-02-05,2290,pcs,SO,SO-2025-3609,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W06,2025-W06,2025-02-05,178,pcs,SO,SO-2025-8668,CUST-002,,1,confirmed,
FG-005,PLANT-02,2025-W06,2025-W06,2025-02-05,617,pcs,SO,SO-2025-9405,CUST-003,,2,confirmed,
FG-001,PLANT-01,2025-W06,2025-W06,2025-02-06,1252,pcs,SO,SO-2025-3700,CUST-004,,1,confirmed,
FG-002,PLANT-01,2025-W06,2025-W06,2025-02-06,312,pcs,SO,SO-2025-4603,CUST-002,,1,confirmed,
FG-003,PLANT-02,2025-W06,2025-W06,2025-02-06,2509,pcs,SO,SO-2025-7776,CUST-004,,1,confirmed,
FG-004,PLANT-01,2025-W06,2025-W06,2025-02-06,184,pcs,SO,SO-2025-4945,CUST-006,,1,confirmed,
FG-005,PLANT-02,2025-W06,2025-W06,2025-02-06,764,pcs,SO,SO-2025-2184,CUST-002,,1,confirmed,
FG-001,PLANT-01,2025-W06,2025-W06,2025-02-07,1076,pcs,manual,MANUAL-2025-9303,,,2,confirmed,
FG-002,PLANT-01,2025-W06,2025-W06,2025-02-07,299,pcs,SO,SO-2025-8889,CUST-003,,1,confirmed,
FG-003,PLANT-02,2025-W06,2025-W06,2025-02-07,2307,pcs,SO,SO-2025-8024,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W06,2025-W06,2025-02-07,136,pcs,forecast,FORECAST-2025-5154,,,2,confirmed,
FG-005,PLANT-02,2025-W06,2025-W06,2025-02-07,718,pcs,SO,SO-2025-6591,CUST-002,,1,confirmed,
FG-001,PLANT-01,2025-W06,2025-W06,2025-02-08,666,pcs,SO,SO-2025-9742,CUST-019,,1,confirmed,
FG-002,PLANT-01,2025-W06,2025-W06,2025-02-08,203,pcs,manual,MANUAL-2025-2315,,,1,confirmed,
FG-003,PLANT-02,2025-W06,2025-W06,2025-02-08,1087,pcs,manual,MANUAL-2025-2544,,,1,confirmed,
FG-004,PLANT-01,2025-W06,2025-W06,2025-02-08,0,pcs,forecast,FORECAST-2025-6226,,,1,confirmed,
FG-005,PLANT-02,2025-W06,2025-W06,2025-02-08,0,pcs,forecast,FORECAST-2025-9048,,,2,confirmed,
FG-001,PLANT-01,2025-W06,2025-W06,2025-02-09,333,pcs,forecast,FORECAST-2025-3587,,,1,confirmed,
FG-002,PLANT-01,2025-W06,2025-W06,2025-02-09,155,pcs,SO,SO-2025-9479,CUST-001,,1,confirmed,
FG-003,PLANT-02,2025-W06,2025-W06,2025-02-09,876,pcs,SO,SO-2025-5952,CUST-003,,3,confirmed,
FG-004,PLANT-01,2025-W06,2025-W06,2025-02-09,18,pcs,forecast,FORECAST-2025-4652,,,1,confirmed,
FG-005,PLANT-02,2025-W06,2025-W06,2025-02-09,943,pcs,manual,MANUAL-2025-3401,,,1,confirmed,
FG-001,PLANT-01,2025-W07,2025-W07,2025-02-10,1319,pcs,SO,SO-2025-8440,CUST-005,,1,confirmed,
FG-002,PLANT-01,2025-W07,2025-W07,2025-02-10,324,pcs,SO,SO-2025-9929,CUST-002,,1,confirmed,
FG-003,PLANT-02,2025-W07,2025-W07,2025-02-10,2662,pcs,SO,SO-2025-8392,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W07,2025-W07,2025-02-10,173,pcs,forecast,FORECAST-2025-2506,,,1,confirmed,
FG-005,PLANT-02,2025-W07,2025-W07,2025-02-10,898,pcs,SO,SO-2025-5777,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W07,2025-W07,2025-02-11,1282,pcs,SO,SO-2025-6861,CUST-001,,2,confirmed,
FG-002,PLANT-01,2025-W07,2025-W07,2025-02-11,355,pcs,forecast,FORECAST-2025-7143,,,2,confirmed,
FG-003,PLANT-02,2025-W07,2025-W07,2025-02-11,2648,pcs,SO,SO-2025-3029,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W07,2025-W07,2025-02-11,219,pcs,SO,SO-2025-4223,CUST-004,,3,confirmed,
FG-005,PLANT-02,2025-W07,2025-W07,2025-02-11,828,pcs,SO,SO-2025-4202,CUST-008,,1,confirmed,
FG-001,PLANT-01,2025-W07,2025-W07,2025-02-12,1112,pcs,forecast,FORECAST-2025-9209,,,1,confirmed,
FG-002,PLANT-01,2025-W07,2025-W07,2025-02-12,206,pcs,SO,SO-2025-1111,CUST-001,,2,confirmed,
FG-003,PLANT-02,2025-W07,2025-W07,2025-02-12,2093,pcs,SO,SO-2025-8752,CUST-006,,2,confirmed,
FG-004,PLANT-01,2025-W07,2025-W07,2025-02-12,168,pcs,SO,SO-2025-7789,CUST-010,,2,confirmed,
FG-005,PLANT-02,2025-W07,2025-W07,2025-02-12,556,pcs,SO,SO-2025-2213,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W07,2025-W07,2025-02-13,1382,pcs,SO,SO-2025-4536,CUST-001,,1,confirmed,
FG-002,PLANT-01,2025-W07,2025-W07,2025-02-13,0,pcs,forecast,FORECAST-2025-2689,,,1,confirmed,
FG-003,PLANT-02,2025-W07,2025-W07,2025-02-13,2228,pcs,SO,SO-2025-2860,CUST-003,,1,confirmed,
FG-004,PLANT-01,2025-W07,2025-W07,2025-02-13,0,pcs,forecast,FORECAST-2025-8031,,,3,confirmed,
FG-005,PLANT-02,2025-W07,2025-W07,2025-02-13,652,pcs,forecast,FORECAST-2025-2545,,,2,confirmed,
FG-001,PLANT-01,2025-W07,2025-W07,2025-02-14,1104,pcs,SO,SO-2025-8936,CUST-003,,1,confirmed,
FG-002,PLANT-01,2025-W07,2025-W07,2025-02-14,264,pcs,forecast,FORECAST-2025-9667,,,1,confirmed,
FG-003,PLANT-02,2025-W07,2025-W07,2025-02-14,2590,pcs,SO,SO-2025-3239,CUST-015,,2,confirmed,
FG-004,PLANT-01,2025-W07,2025-W07,2025-02-14,117,pcs,SO,SO-2025-7844,CUST-002,,2,confirmed,
FG-005,PLANT-02,2025-W07,2025-W07,2025-02-14,580,pcs,SO,SO-2025-9250,CUST-001,,2,confirmed,
FG-001,PLANT-01,2025-W07,2025-W07,2025-02-15,518,pcs,SO,SO-2025-1520,CUST-019,,1,confirmed,
FG-002,PLANT-01,2025-W07,2025-W07,2025-02-15,183,pcs,forecast,FORECAST-2025-2070,,,1,confirmed,
FG-003,PLANT-02,2025-W07,2025-W07,2025-02-15,866,pcs,forecast,FORECAST-2025-3044,,,1,confirmed,
FG-004,PLANT-01,2025-W07,2025-W07,2025-02-15,60,pcs,forecast,FORECAST-2025-2695,,,2,confirmed,
FG-005,PLANT-02,2025-W07,2025-W07,2025-02-15,355,pcs,SO,SO-2025-1806,CUST-004,,1,confirmed,
FG-001,PLANT-01,2025-W07,2025-W07,2025-02-16,321,pcs,SO,SO-2025-7992,CUST-020,,3,confirmed,
FG-002,PLANT-01,2025-W07,2025-W07,2025-02-16,150,pcs,manual,MANUAL-2025-4607,,,1,confirmed,
FG-003,PLANT-02,2025-W07,2025-W07,2025-02-16,807,pcs,manual,MANUAL-2025-8724,,,1,confirmed,
FG-004,PLANT-01,2025-W07,2025-W07,2025-02-16,22,pcs,forecast,FORECAST-2025-4740,,,1,confirmed,
FG-005,PLANT-02,2025-W07,2025-W07,2025-02-16,133,pcs,SO,SO-2025-7024,CUST-001,,3,confirmed,
FG-001,PLANT-01,2025-W08,2025-W08,2025-02-17,1346,pcs,SO,SO-2025-2689,CUST-001,,1,confirmed,
FG-002,PLANT-01,2025-W08,2025-W08,2025-02-17,400,pcs,SO,SO-2025-1855,CUST-002,,2,confirmed,
FG-003,PLANT-02,2025-W08,2025-W08,2025-02-17,2392,pcs,SO,SO-2025-2045,CUST-013,,2,confirmed,
FG-004,PLANT-01,2025-W08,2025-W08,2025-02-17,0,pcs,forecast,FORECAST-2025-3688,,,2,confirmed,
FG-005,PLANT-02,2025-W08,2025-W08,2025-02-17,829,pcs,manual,MANUAL-2025-2449,,,1,confirmed,
FG-001,PLANT-01,2025-W08,2025-W08,2025-02-18,1217,pcs,forecast,FORECAST-2025-4836,,,1,confirmed,
FG-002,PLANT-01,2025-W08,2025-W08,2025-02-18,331,pcs,manual,MANUAL-2025-7526,,,2,confirmed,
FG-003,PLANT-02,2025-W08,2025-W08,2025-02-18,2850,pcs,SO,SO-2025-5568,CUST-002,,2,confirmed,
FG-004,PLANT-01,2025-W08,2025-W08,2025-02-18,163,pcs,SO,SO-2025-5594,CUST-002,,1,confirmed,
FG-005,PLANT-02,2025-W08,2025-W08,2025-02-18,624,pcs,SO,SO-2025-2204,CUST-002,,2,confirmed,
FG-001,PLANT-01,2025-W08,2025-W08,2025-02-19,1325,pcs,SO,SO-2025-6142,CUST-002,,1,confirmed,
FG-002,PLANT-01,2025-W08,2025-W08,2025-02-19,384,pcs,SO,SO-2025-6918,CUST-003,,1,confirmed,
FG-003,PLANT-02,2025-W08,2025-W08,2025-02-19,7428,pcs,SO,SO-2025-8491,CUST-001,,3,confirmed,
FG-004,PLANT-01,2025-W08,2025-W08,2025-02-19,176,pcs,SO,SO-2025-1274,CUST-002,,2,confirmed,
FG-005,PLANT-02,2025-W08,2025-W08,2025-02-19,603,pcs,SO,SO-2025-3510,CUST-009,,3,confirmed,
FG-001,PLANT-01,2025-W08,2025-W08,2025-02-20,1371,pcs,SO,SO-2025-6090,CUST-018,,2,confirmed,
FG-002,PLANT-01,2025-W08,2025-W08,2025-02-20,330,pcs,SO,SO-2025-6457,CUST-003,,2,confirmed,
FG-003,PLANT-02,2025-W08,2025-W08,2025-02-20,2345,pcs,SO,SO-2025-7490,CUST-002,,2,confirmed,
FG-004,PLANT-01,2025-W08,2025-W08,2025-02-20,195,pcs,manual,MANUAL-2025-9762,,,1,confirmed,
FG-005,PLANT-02,2025-W08,2025-W08,2025-02-20,702,pcs,forecast,FORECAST-2025-9671,,,1,confirmed,
FG-001,PLANT-01,2025-W08,2025-W08,2025-02-21,1235,pcs,forecast,FORECAST-2025-8203,,,1,confirmed,
FG-002,PLANT-01,2025-W08,2025-W08,2025-02-21,296,pcs,SO,SO-2025-8526,CUST-020,,1,confirmed,
FG-003,PLANT-02,2025-W08,2025-W08,2025-02-21,2337,pcs,SO,SO-2025-5137,CUST-020,,1,confirmed,
FG-004,PLANT-01,2025-W08,2025-W08,2025-02-21,155,pcs,SO,SO-2025-9123,CUST-003,,2,confirmed,
FG-005,PLANT-02,2025-W08,2025-W08,2025-02-21,757,pcs,SO,SO-2025-8967,CUST-002,,1,confirmed,
FG-001,PLANT-01,2025-W08,2025-W08,2025-02-22,572,pcs,SO,SO-2025-4314,CUST-003,,2,confirmed,
FG-002,PLANT-01,2025-W08,2025-W08,2025-02-22,154,pcs,SO,SO-2025-3623,CUST-007,,2,confirmed,
FG-003,PLANT-02,2025-W08,2025-W08,2025-02-22,1317,pcs,SO,SO-2025-3116,CUST-009,,1,confirmed,
FG-004,PLANT-01,2025-W08,2025-W08,2025-02-22,65,pcs,forecast,FORECAST-2025-9945,,,1,confirmed,
FG-005,PLANT-02,2025-W08,2025-W08,2025-02-22,395,pcs,SO,SO-2025-3565,CUST-001,,1,confirmed,
FG-001,PLANT-01,2025-W08,2025-W08,2025-02-23,400,pcs,manual,MANUAL-2025-9321,,,1,confirmed,
FG-002,PLANT-01,2025-W08,2025-W08,2025-02-23,190,pcs,forecast,FORECAST-2025-6321,,,1,confirmed,
FG-003,PLANT-02,2025-W08,2025-W08,2025-02-23,852,pcs,SO,SO-2025-8090,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W08,2025-W08,2025-02-23,45,pcs,SO,SO-2025-7109,CUST-004,,1,confirmed,
FG-005,PLANT-02,2025-W08,2025-W08,2025-02-23,338,pcs,SO,SO-2025-4138,CUST-019,,1,confirmed,
FG-001,PLANT-01,2025-W09,2025-W09,2025-02-24,1400,pcs,manual,MANUAL-2025-3919,,,2,confirmed,
FG-002,PLANT-01,2025-W09,2025-W09,2025-02-24,357,pcs,SO,SO-2025-7077,CUST-001,,1,confirmed,
FG-003,PLANT-02,2025-W09,2025-W09,2025-02-24,2514,pcs,SO,SO-2025-2776,CUST-007,,2,confirmed,
FG-004,PLANT-01,2025-W09,2025-W09,2025-02-24,222,pcs,SO,SO-2025-8985,CUST-001,,1,confirmed,
FG-005,PLANT-02,2025-W09,2025-W09,2025-02-24,704,pcs,SO,SO-2025-9593,CUST-002,,1,confirmed,
FG-001,PLANT-01,2025-W09,2025-W09,2025-02-25,1422,pcs,SO,SO-2025-2880,CUST-003,,1,confirmed,
FG-002,PLANT-01,2025-W09,2025-W09,2025-02-25,336,pcs,forecast,FORECAST-2025-6349,,,2,confirmed,
FG-003,PLANT-02,2025-W09,2025-W09,2025-02-25,2072,pcs,manual,MANUAL-2025-5026,,,1,confirmed,
FG-004,PLANT-01,2025-W09,2025-W09,2025-02-25,185,pcs,manual,MANUAL-2025-6307,,,1,confirmed,
FG-005,PLANT-02,2025-W09,2025-W09,2025-02-25,557,pcs,forecast,FORECAST-2025-1203,,,1,confirmed,
FG-001,PLANT-01,2025-W09,2025-W09,2025-02-26,1049,pcs,SO,SO-2025-2810,CUST-019,,2,confirmed,
FG-002,PLANT-01,2025-W09,2025-W09,2025-02-26,272,pcs,SO,SO-2025-2846,CUST-016,,1,confirmed,
FG-003,PLANT-02,2025-W09,2025-W09,2025-02-26,2438,pcs,SO,SO-2025-5463,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W09,2025-W09,2025-02-26,202,pcs,forecast,FORECAST-2025-3087,,,1,confirmed,
FG-005,PLANT-02,2025-W09,2025-W09,2025-02-26,1807,pcs,SO,SO-2025-6276,CUST-003,,1,confirmed,
FG-001,PLANT-01,2025-W09,2025-W09,2025-02-27,1291,pcs,manual,MANUAL-2025-3364,,,2,confirmed,
FG-002,PLANT-01,2025-W09,2025-W09,2025-02-27,311,pcs,SO,SO-2025-7924,CUST-003,,1,confirmed,
FG-003,PLANT-02,2025-W09,2025-W09,2025-02-27,2226,pcs,manual,MANUAL-2025-9557,,,1,confirmed,
FG-004,PLANT-01,2025-W09,2025-W09,2025-02-27,198,pcs,SO,SO-2025-4768,CUST-001,,1,confirmed,
FG-005,PLANT-02,2025-W09,2025-W09,2025-02-27,723,pcs,SO,SO-2025-2873,CUST-003,,3,confirmed,
FG-001,PLANT-01,2025-W09,2025-W09,2025-02-28,968,pcs,forecast,FORECAST-2025-7434,,,3,confirmed,
FG-002,PLANT-01,2025-W09,2025-W09,2025-02-28,0,pcs,forecast,FORECAST-2025-4241,,,1,confirmed,
FG-003,PLANT-02,2025-W09,2025-W09,2025-02-28,1970,pcs,SO,SO-2025-8745,CUST-015,,1,confirmed,
FG-004,PLANT-01,2025-W09,2025-W09,2025-02-28,0,pcs,forecast,FORECAST-2025-8040,,,1,confirmed,
FG-005,PLANT-02,2025-W09,2025-W09,2025-02-28,578,pcs,SO,SO-2025-1658,CUST-004,,1,confirmed,
FG-001,PLANT-01,2025-W09,2025-W09,2025-03-01,470,pcs,SO,SO-2025-5513,CUST-003,,3,confirmed,
FG-002,PLANT-01,2025-W09,2025-W09,2025-03-01,149,pcs,SO,SO-2025-2320,CUST-003,,1,confirmed,
FG-003,PLANT-02,2025-W09,2025-W09,2025-03-01,1083,pcs,forecast,FORECAST-2025-7812,,,1,confirmed,
FG-004,PLANT-01,2025-W09,2025-W09,2025-03-01,103,pcs,SO,SO-2025-7972,CUST-001,,2,confirmed,
FG-005,PLANT-02,2025-W09,2025-W09,2025-03-01,347,pcs,manual,MANUAL-2025-2939,,,3,confirmed,
FG-001,PLANT-01,2025-W09,2025-W09,2025-03-02,325,pcs,SO,SO-2025-1916,CUST-001,,3,confirmed,
FG-002,PLANT-01,2025-W09,2025-W09,2025-03-02,200,pcs,forecast,FORECAST-2025-7744,,,1,confirmed,
FG-003,PLANT-02,2025-W09,2025-W09,2025-03-02,601,pcs,forecast,FORECAST-2025-7540,,,1,confirmed,
FG-004,PLANT-01,2025-W09,2025-W09,2025-03-02,55,pcs,manual,MANUAL-2025-8700,,,2,confirmed,
FG-005,PLANT-02,2025-W09,2025-W09,2025-03-02,365,pcs,SO,SO-2025-8994,CUST-004,,2,confirmed,
FG-001,PLANT-01,2025-W10,2025-W10,2025-03-03,1282,pcs,manual,MANUAL-2025-4376,,,1,confirmed,
FG-002,PLANT-01,2025-W10,2025-W10,2025-03-03,0,pcs,forecast,FORECAST-2025-6171,,,1,confirmed,
FG-003,PLANT-02,2025-W10,2025-W10,2025-03-03,1964,pcs,SO,SO-2025-1048,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W10,2025-W10,2025-03-03,201,pcs,forecast,FORECAST-2025-6159,,,1,confirmed,
FG-005,PLANT-02,2025-W10,2025-W10,2025-03-03,705,pcs,SO,SO-2025-9812,CUST-002,,2,confirmed,
FG-001,PLANT-01,2025-W10,2025-W10,2025-03-04,3554,pcs,SO,SO-2025-8154,CUST-002,,1,confirmed,
FG-002,PLANT-01,2025-W10,2025-W10,2025-03-04,0,pcs,forecast,FORECAST-2025-4316,,,1,confirmed,
FG-003,PLANT-02,2025-W10,2025-W10,2025-03-04,2466,pcs,SO,SO-2025-4893,CUST-016,,1,confirmed,
FG-004,PLANT-01,2025-W10,2025-W10,2025-03-04,0,pcs,forecast,FORECAST-2025-7464,,,1,confirmed,
FG-005,PLANT-02,2025-W10,2025-W10,2025-03-04,681,pcs,SO,SO-2025-6359,CUST-001,,2,confirmed,
FG-001,PLANT-01,2025-W10,2025-W10,2025-03-05,1364,pcs,forecast,FORECAST-2025-9457,,,1,confirmed,
FG-002,PLANT-01,2025-W10,2025-W10,2025-03-05,310,pcs,SO,SO-2025-5027,CUST-011,,1,confirmed,
FG-003,PLANT-02,2025-W10,2025-W10,2025-03-05,2282,pcs,SO,SO-2025-6430,CUST-001,,1,confirmed,
FG-004,PLANT-01,2025-W10,2025-W10,2025-03-05,180,pcs,SO,SO-2025-2330,CUST-002,,2,confirmed,
FG-005,PLANT-02,2025-W10,2025-W10,2025-03-05,559,pcs,SO,SO-2025-7643,CUST-004,,3,confirmed,
FG-001,PLANT-01,2025-W10,2025-W10,2025-03-06,1235,pcs,SO,SO-2025-9099,CUST-009,,1,confirmed,
FG-002,PLANT-01,2025-W10,2025-W10,2025-03-06,286,pcs,SO,SO-2025-3759,CUST-004,,1,confirmed,
FG-003,PLANT-02,2025-W10,2025-W10,2025-03-06,2352,pcs,SO,SO-2025-3210,CUST-004,,2,confirmed,
FG-004,PLANT-01,2025-W10,2025-W10,2025-03-06,163,pcs,SO,SO-2025-6144,CUST-003,,1,confirmed,
FG-005,PLANT-02,2025-W10,2025-W10,2025-03-06,617,pcs,SO,SO-2025-2867,CUST-003,,2,confirmed,
FG-001,PLANT-01,2025-W10,2025-W10,2025-03-07,1167,pcs,manual,MANUAL-2025-5055,,,1,confirmed,
FG-002,PLANT-01,2025-W10,2025-W10,2025-03-07,278,pcs,manual,MANUAL-2025-6913,,,1,confirmed,
FG-003,PLANT-02,2025-W10,2025-W10,2025-03-07,1899,pcs,manual,MANUAL-2025-9908,,,1,confirmed,
FG-004,PLANT-01,2025-W10,2025-W10,2025-03-07,175,pcs,SO,SO-2025-6319,CUST-003,,3,confirmed,
FG-005,PLANT-02,2025-W10,2025-W10,2025-03-07,529,pcs,forecast,FORECAST-2025-9056,,,2,confirmed,
FG-001,PLANT-01,2025-W10,2025-W10,2025-03-08,567,pcs,SO,SO-2025-6046,CUST-004,,2,confirmed,
FG-002,PLANT-01,2025-W10,2025-W10,2025-03-08,196,pcs,SO,SO-2025-5804,CUST-004,,1,confirmed,
FG-003,PLANT-02,2025-W10,2025-W10,2025-03-08,501,pcs,SO,SO-2025-6102,CUST-016,,2,confirmed,
FG-004,PLANT-01,2025-W10,2025-W10,2025-03-08,78,pcs,manual,MANUAL-2025-4015,,,1,confirmed,
FG-005,PLANT-02,2025-W10,2025-W10,2025-03-08,289,pcs,manual,MANUAL-2025-9414,,,2,confirmed,
FG-001,PLANT-01,2025-W10,2025-W10,2025-03-09,181,pcs,SO,SO-2025-7569,CUST-010,,1,confirmed,
FG-002,PLANT-01,2025-W10,2025-W10,2025-03-09,165,pcs,SO,SO-2025-6472,CUST-004,,2,confirmed,
FG-003,PLANT-02,2025-W10,2025-W10,2025-03-09,581,pcs,SO,SO-2025-8086,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W10,2025-W10,2025-03-09,61,pcs,manual,MANUAL-2025-6496,,,1,confirmed,
FG-005,PLANT-02,2025-W10,2025-W10,2025-03-09,311,pcs,SO,SO-2025-7602,CUST-004,,3,confirmed,
FG-001,PLANT-01,2025-W11,2025-W11,2025-03-10,1566,pcs,manual,MANUAL-2025-1371,,,1,confirmed,
FG-002,PLANT-01,2025-W11,2025-W11,2025-03-10,305,pcs,forecast,FORECAST-2025-7675,,,1,confirmed,
FG-003,PLANT-02,2025-W11,2025-W11,2025-03-10,5353,pcs,forecast,FORECAST-2025-3257,,,2,confirmed,
FG-004,PLANT-01,2025-W11,2025-W11,2025-03-10,221,pcs,SO,SO-2025-2291,CUST-003,,2,confirmed,
FG-005,PLANT-02,2025-W11,2025-W11,2025-03-10,710,pcs,manual,MANUAL-2025-2403,,,1,confirmed,
FG-001,PLANT-01,2025-W11,2025-W11,2025-03-11,1679,pcs,SO,SO-2025-7070,CUST-004,,2,confirmed,
FG-002,PLANT-01,2025-W11,2025-W11,2025-03-11,321,pcs,forecast,FORECAST-2025-7194,,,1,confirmed,
FG-003,PLANT-02,2025-W11,2025-W11,2025-03-11,2495,pcs,SO,SO-2025-5118,CUST-004,,2,confirmed,
FG-004,PLANT-01,2025-W11,2025-W11,2025-03-11,190,pcs,SO,SO-2025-6253,CUST-001,,1,confirmed,
FG-005,PLANT-02,2025-W11,2025-W11,2025-03-11,688,pcs,SO,SO-2025-4143,CUST-002,,1,confirmed,
FG-001,PLANT-01,2025-W11,2025-W11,2025-03-12,1500,pcs,SO,SO-2025-3978,CUST-020,,2,confirmed,
FG-002,PLANT-01,2025-W11,2025-W11,2025-03-12,305,pcs,SO,SO-2025-2889,CUST-007,,3,confirmed,
FG-003,PLANT-02,2025-W11,2025-W11,2025-03-12,2266,pcs,SO,SO-2025-8457,CUST-004,,2,confirmed,
FG-004,PLANT-01,2025-W11,2025-W11,2025-03-12,0,pcs,forecast,FORECAST-2025-9073,,,2,confirmed,
FG-005,PLANT-02,2025-W11,2025-W11,2025-03-12,594,pcs,manual,MANUAL-2025-7581,,,2,confirmed,
FG-001,PLANT-01,2025-W11,2025-W11,2025-03-13,1272,pcs,manual,MANUAL-2025-2146,,,1,confirmed,
FG-002,PLANT-01,2025-W11,2025-W11,2025-03-13,252,pcs,SO,SO-2025-3518,CUST-004,,3,confirmed,
FG-003,PLANT-02,2025-W11,2025-W11,2025-03-13,1942,pcs,SO,SO-2025-8596,CUST-015,,3,confirmed,
FG-004,PLANT-01,2025-W11,2025-W11,2025-03-13,160,pcs,SO,SO-2025-6350,CUST-010,,1,confirmed,
FG-005,PLANT-02,2025-W11,2025-W11,2025-03-13,775,pcs,SO,SO-2025-5301,CUST-003,,3,confirmed,
FG-001,PLANT-01,2025-W11,2025-W11,2025-03-14,1082,pcs,SO,SO-2025-3395,CUST-001,,1,confirmed,
FG-002,PLANT-01,2025-W11,2025-W11,2025-03-14,224,pcs,forecast,FORECAST-2025-2965,,,1,confirmed,
FG-003,PLANT-02,2025-W11,2025-W11,2025-03-14,2132,pcs,SO,SO-2025-2628,CUST-004,,1,confirmed,
FG-004,PLANT-01,2025-W11,2025-W11,2025-03-14,0,pcs,forecast,FORECAST-2025-9147,,,3,confirmed,
FG-005,PLANT-02,2025-W11,2025-W11,2025-03-14,621,pcs,SO,SO-2025-2575,CUST-002,,1,confirmed,
FG-001,PLANT-01,2025-W11,2025-W11,2025-03-15,520,pcs,manual,MANUAL-2025-7910,,,1,confirmed,
FG-002,PLANT-01,2025-W11,2025-W11,2025-03-15,160,pcs,manual,MANUAL-2025-3107,,,2,confirmed,
FG-003,PLANT-02,2025-W11,2025-W11,2025-03-15,1071,pcs,SO,SO-2025-9192,CUST-002,,2,confirmed,
FG-004,PLANT-01,2025-W11,2025-W11,2025-03-15,0,pcs,forecast,FORECAST-2025-6194,,,1,confirmed,
FG-005,PLANT-02,2025-W11,2025-W11,2025-03-15,0,pcs,forecast,FORECAST-2025-8911,,,1,confirmed,
FG-001,PLANT-01,2025-W11,2025-W11,2025-03-16,133,pcs,forecast,FORECAST-2025-9715,,,1,confirmed,
FG-002,PLANT-01,2025-W11,2025-W11,2025-03-16,132,pcs,manual,MANUAL-2025-9339,,,2,confirmed,
FG-003,PLANT-02,2025-W11,2025-W11,2025-03-16,786,pcs,SO,SO-2025-4815,CUST-001,,1,confirmed,
FG-004,PLANT-01,2025-W11,2025-W11,2025-03-16,23,pcs,forecast,FORECAST-2025-4468,,,2,confirmed,
FG-005,PLANT-02,2025-W11,2025-W11,2025-03-16,296,pcs,SO,SO-2025-9350,CUST-003,,2,confirmed,
FG-001,PLANT-01,2025-W12,2025-W12,2025-03-17,1483,pcs,forecast,FORECAST-2025-5131,,,2,confirmed,
FG-002,PLANT-01,2025-W12,2025-W12,2025-03-17,358,pcs,SO,SO-2025-1497,CUST-007,,1,confirmed,
FG-003,PLANT-02,2025-W12,2025-W12,2025-03-17,2295,pcs,manual,MANUAL-2025-4114,,,1,confirmed,
FG-004,PLANT-01,2025-W12,2025-W12,2025-03-17,202,pcs,SO,SO-2025-3046,CUST-004,,1,confirmed,
FG-005,PLANT-02,2025-W12,2025-W12,2025-03-17,582,pcs,forecast,FORECAST-2025-7759,,,1,confirmed,
FG-001,PLANT-01,2025-W12,2025-W12,2025-03-18,1255,pcs,forecast,FORECAST-2025-7603,,,1,confirmed,
FG-002,PLANT-01,2025-W12,2025-W12,2025-03-18,336,pcs,SO,SO-2025-6299,CUST-002,,2,confirmed,
FG-003,PLANT-02,2025-W12,2025-W12,2025-03-18,2364,pcs,manual,MANUAL-2025-7216,,,1,confirmed,
FG-004,PLANT-01,2025-W12,2025-W12,2025-03-18,215,pcs,SO,SO-2025-4369,CUST-001,,2,confirmed,
FG-005,PLANT-02,2025-W12,2025-W12,2025-03-18,559,pcs,SO,SO-2025-3648,CUST-004,,1,confirmed,
FG-001,PLANT-01,2025-W12,2025-W12,2025-03-19,1276,pcs,SO,SO-2025-2225,CUST-001,,1,confirmed,
FG-002,PLANT-01,2025-W12,2025-W12,2025-03-19,405,pcs,SO,SO-2025-6038,CUST-004,,1,confirmed,
FG-003,PLANT-02,2025-W12,2025-W12,2025-03-19,2330,pcs,SO,SO-2025-5166,CUST-002,,1,confirmed,
FG-004,PLANT-01,2025-W12,2025-W12,2025-03-19,0,pcs,forecast,FORECAST-2025-2724,,,1,confirmed,
FG-005,PLANT-02,2025-W12,2025-W12,2025-03-19,656,pcs,SO,SO-2025-4943,CUST-013,,2,confirmed,
FG-001,PLANT-01,2025-W12,2025-W12,2025-03-20,1204,pcs,SO,SO-2025-8346,CUST-004,,2,confirmed,
FG-002,PLANT-01,2025-W12,2025-W12,2025-03-20,293,pcs,SO,SO-2025-7103,CUST-001,,2,confirmed,
FG-003,PLANT-02,2025-W12,2025-W12,2025-03-20,2472,pcs,manual,MANUAL-2025-3896,,,2,confirmed,
FG-004,PLANT-01,2025-W12,2025-W12,2025-03-20,150,pcs,SO,SO-2025-5608,CUST-001,,1,confirmed,
FG-005,PLANT-02,2025-W12,2025-W12,2025-03-20,667,pcs,SO,SO-2025-4583,CUST-006,,1,confirmed,
